A	V	bouřit_:T	NEG	V-revolt:9,V-exasperate:2
A	A	boží	POS	J-divine:26,N-divine:17
A	A	božský	POS	J-divine:82,N-divine:62,R-heavenly:12,J-heavenly:6,J-godlike:3,R-divinely:2
A	D	božsky_^(*1ý)	POS	R-divinely:9,J-divine:3
A	V	bránit_^(klást_překážky)	NEG	V-impede:154,V-hinder:134,V-hamper:57,V-obstruct:27,V-inhibit:21,V-protest:17,V-discourage:14,N-obstruction:9,N-obstacle:8,N-hindrance:2
A	V	bránit_^(klást_překážky)	POS	V-defend:448
A	N	bratříčkování_^(*3at)	NEG	V-fraternize:2
A	D	brilantně_^(*1í)	POS	R-brilliantly:11
A	A	brilantní	POS	J-brilliant:108
A	V	brnět	NEG	V-tingle:6
A	V	brojit_:T	NEG	V-rail:3
A	V	bručet	NEG	V-grumble:16
A	N	brutalita	NEG	N-brutality:68
A	D	brutálně_^(*1í)	NEG	R-brutally:48
A	A	brutální	NEG	N-brutality:9,R-brutally:3
A	V	brzdit_:T	NEG	V-hamper:30,V-inhibit:8,V-retard:7
A	N	břemeno	NEG	N-burden:424
A	N	břímě	NEG	N-burdensome:1
A	D	bujně_^(*1ý)	POS	R-hilariously:1
A	A	bujný	POS	N-enticing:1
A	A	burácivý	NEG	J-uproarious:1
A	N	buřič	NEG	N-troublemaker:9
A	N	bystrost_^(*3ý)	POS	N-sagacity:3
A	A	bystrý	POS	N-discerning:1
A	N	cár	NEG	N-shred:19
A	N	celebrita	POS	N-celebrity:97
A	N	cena-2_^(medaile,_ocenění,...)	POS	N-worth:36
A	V	cenit_:T	POS	V-appreciate:186,V-value:76,V-prize:19,V-treasure:9,V-esteem:6
A	N	cennost_^(*3ý)	POS	N-valuable:37
A	A	cenný	POS	J-valuable:480,N-valuable:20,V-prize:7
A	N	cenzura	NEG	N-censure:3
A	N	cit	POS	N-sentiment:49,N-affection:45,N-flair:9
A	D	citlivě_^(*1ý)	POS	R-sensitively:5
A	A	citlivý	POS	J-sensible:26,N-sensitivity:22
A	V	civět	NEG	V-gawk:4
A	D	civilizovaně_^(*2t)	POS	V-civilize:4
A	A	civilizovaný_^(*2t)	POS	V-civilize:22
A	V	civilizovat_:T_:W	POS	V-civilize:5
A	N	cizopasník	NEG	N-parasite:7
A	N	comeback	POS	N-comeback:23
A	N	coura	NEG	N-tramp:16
A	V	couvnout_:W	NEG	V-balk:3
A	A	ctěný_^(*3ít)	POS	V-revere:5
A	V	ctít	POS	V-honor:38,V-revere:9,N-reverence:2,V-venerate:2
A	N	ctitel	POS	N-admirer:25,N-devotee:3
A	N	ctitelka_^(*2)	POS	N-admirer:5
A	D	ctižádostivě_^(*1ý)	POS	R-ambitiously:1
A	N	ctnost_^(*3ý)	POS	N-virtue:158
A	N	cucák	NEG	N-sucker:21
A	N	cudnost_^(*3ý)	POS	N-modesty:8
A	V	cuchat_:T	NEG	V-ruffle:3
A	N	cvok	NEG	N-flake:7,N-kook:3
A	A	cynický	NEG	N-cynicism:4
A	N	cynismus	NEG	N-cynicism:50
A	N	cynizmus_,x	NEG	N-cynicism:12
A	V	čelit_:T	NEG	V-confront:99
A	V	čelit_:T	POS	V-brave:14
A	N	čertovina	NEG	N-devilment:1
A	N	čest	POS	N-honor:490,V-honor:72
A	A	čestný	POS	N-honor:84,J-honorable:59,N-honest:11
A	N	četnost_^(*3ý)	POS	N-preponderance:2
A	A	čisticí_^(^IC*2t)	POS	N-purification:7
A	V	čistit_:T	POS	V-expunge:3
A	N	čistota	POS	N-purity:433,N-cleanliness:67
A	N	čistotnost_^(*3ý)	POS	N-cleanliness:2
A	N	čištění_^(*5stit)	POS	N-purification:148,V-purify:12
A	A	čištěný_^(*5stit)	POS	V-purify:15
A	V	čumět	NEG	V-gawk:3
A	N	ďábel	NEG	N-devil:455,N-demon:36,N-fiend:8
A	A	ďábelský	NEG	R-devilishly:1
A	N	daň_^(peněžní/naturální_dávka)	NEG	N-toll:28
A	N	darebáctví	NEG	N-mischief:7
A	N	darebák	NEG	N-scoundrel:26,N-rogue:17,N-crook:16,N-rascal:10,N-ruffian:5,N-knave:4
A	N	dárek	POS	N-treat:16
A	V	dařit_:T	POS	V-thrive:16,V-prosper:11
A	N	debakl	NEG	N-debacle:43
A	V	debatovat_:T	NEG	V-debate:56
A	N	debil	NEG	R-idiot:1
A	N	dědeček	POS	V-darling:1
A	N	dědek	NEG	N-geezer:4
A	A	definitivní	POS	R-definitively:35
A	A	deformovaný_^(*2t)	NEG	V-deform:11
A	V	deformovat_:T	NEG	V-deform:14
A	N	degenerace	NEG	N-degeneration:15,N-fading:3
A	V	degenerovat_:T_:W	NEG	V-degenerate:13
A	N	degradace	NEG	N-degradation:87
A	V	degradovat_:T_:W	NEG	V-degrade:9
A	A	dehumanizující_^(*5ovat)	NEG	V-dehumanize:1
A	N	dekadence	NEG	N-decadence:16
A	V	děkovat_:T	POS	V-thank:10981
A	N	delikvence	NEG	N-delinquency:6
A	N	delirium	NEG	N-delirium:29
A	N	démon	NEG	N-demon:1083
A	V	démonizovat_:T	NEG	V-demonize:13
-	A	démonův_^(*2)	NEG	N-demon:10
A	A	demoralizovaný_^(*2t)	NEG	V-demoralize:4
A	V	demoralizovat_:T	NEG	V-demoralize:9
A	A	demoralizující_^(*5ovat)	NEG	V-demoralize:3
A	N	depka_,l_^(deprese)	NEG	N-depressing:1
A	N	deprese	NEG	N-depression:305,V-depress:84,N-dejection:2
A	A	depresivní	NEG	V-depress:24,J-depressing:19
A	A	depresívní	NEG	N-depressing:1
A	A	deprimující_^(*5ovat)	NEG	J-depressing:25,N-depressing:3
A	N	děs	NEG	N-dread:31
A	V	děsit_:T	NEG	V-freak:28,J-scary:24,V-dread:18,V-abhor:2
A	D	děsivě_^(*1ý)	NEG	R-frighteningly:7,R-abysmally:1,R-dismayingly:1,J-intimidating:1
A	A	děsivý	NEG	J-scary:126,J-horrifying:15,N-scary:2,N-dreadful:1,R-distressingly:1
A	D	děsně_^(*1ý)	NEG	R-awfully:11
A	N	despocie_;p	NEG	N-despotism:4
A	N	despota	NEG	N-despot:16,N-tyrant:2
A	N	despotismus	NEG	N-despotism:16
A	N	destabilizace	NEG	N-destabilisation:5
A	N	devastace	NEG	N-devastation:17
A	N	děvka	NEG	V-bitch:73
A	N	dezerce	NEG	N-desertion:22
A	V	dezinformovat_:T_:W	NEG	V-misinform:4
A	N	dezintegrace	NEG	N-disintegration:8
A	A	dezorientovaný_^(*2t)	NEG	V-disorient:4
A	V	dezorientovat_:T_:W	NEG	V-disorient:6
A	N	diktátor	NEG	N-dictator:148
A	A	diktátorský	NEG	N-dictator:3
-	A	diktátorův_^(*2)	NEG	N-dictator:3
-	D	díkybohu	POS	R-thankfully:3
A	N	dík-1	POS	V-thank:3796
A	N	dilema	NEG	N-dilemma:146,N-quandary:2
A	A	disidentský	NEG	N-dissident:4
A	N	diskontinuita	NEG	N-discontinuity:3
A	V	diskreditovat_:T_:W	NEG	V-discredit:6
A	D	diskrétně_^(*1í)	POS	N-discreet:6
A	A	diskrétní	POS	N-discreet:53
A	N	diskrétnost	POS	N-discretion:38
A	N	diskriminace	NEG	N-discrimination:118
A	A	diskriminační	NEG	N-discrimination:42
A	V	diskriminovat_:T_:W	NEG	V-discriminate:83
A	A	diskutabilní	NEG	J-debatable:4
A	V	diskutovat_:T	NEG	V-debate:47
A	N	disonance	NEG	N-dissonance:2
A	V	distancovat_:T_:W	NEG	V-disavow:5
A	N	divadélko	NEG	N-farce:3
A	V	divit_:T	POS	V-marvel:17
A	A	divný	NEG	J-strange:778,J-odd:266,N-weird:14,N-strange:10,N-odd:5,V-strange:3,V-odd:2
A	D	divoce	NEG	R-savagely:22,R-viciously:3
A	N	divokost_^(*3ý)	NEG	N-savagery:5
A	A	divoký	NEG	N-savage:42
A	V	dobírat_:T	NEG	V-tease:14
A	N	dobro	POS	N-good:215
A	N	dobročinnost_^(*3ý)	POS	N-charity:36,N-benevolence:4
A	N	dobrodinec	POS	N-benefactor:30
A	A	dobrodružný	POS	N-adventure:29
A	N	dobrodružství	POS	N-adventure:537
A	N	dobrota	POS	N-goodness:83,N-kindness:21
A	A	dobrý	POS	J-good:34082,J-okay:526,N-good:342,R-better:208,R-best:98,J-preferable:39,R-good:15,J-best:10,N-goodwill:10
A	D	dobře	POS	J-good:9805,U-okay:5431,N-right:5258,R-better:450,R-best:262,R-preferably:149,N-good:78,R-nicely:20,R-ideally:8,R-good:2
A	V	dobýt	POS	V-conquer:81
A	N	dobytí_^(*3ýt)	POS	N-re-conquest:1
-	D	docela	POS	R-pretty:413,N-pretty:2
A	V	dodat_:W	POS	V-embolden:9
A	V	dodržet	POS	V-respect:206,V-abide:11
A	N	dodržování_^(*3at)	POS	N-adherence:55,N-abidance:2
A	V	dodržovat_:T	POS	V-respect:336,V-abide:44,V-uphold:13,N-abide:2
A	V	dohadovat_:T	NEG	V-haggle:6,V-bicker:3
A	V	dohánět_:T	NEG	V-infuriate:3
A	N	dohled	NEG	N-oversight:142
A	V	dohnat	NEG	V-goad:4
A	N	dohoda	POS	N-agreement:22930,N-deal:732,N-bargain:68,N-covenant:2
A	V	dohodnout_:W	POS	V-agree:1750,N-ultimate:1
A	A	dohodnutý_^(*3out)	POS	V-agree:450
A	V	docházet_:T	NEG	V-asunder:1
A	N	dojem	POS	N-impression:579
A	D	dojemně_^(*1ý)	POS	R-pathetically:4
A	V	dokázat	POS	V-accomplish:54,V-wow:2,V-jolly:1
A	D	dokonale_^(*1ý)	POS	R-perfectly:326,R-superbly:3,R-impeccably:2,R-magnificently:2
A	N	dokonalost_^(*3ý)	POS	N-perfection:106,N-excellence:20,V-perfect:11
A	A	dokonalý	POS	J-perfect:943,V-perfect:12,N-perfect:2
A	N	dominance	NEG	N-dominance:41,N-domination:15
A	A	dominantní	NEG	N-dominance:34,N-domination:5
A	V	dominovat_:T_:W	NEG	V-dominate:137
A	A	domnělý	NEG	J-supposed:2
A	V	domnívat_:T	POS	V-fancy:18,V-surmise:10
A	N	domýšlivost_^(*3ý)	NEG	N-arrogance:12,N-conceit:6,N-hubris:3
A	A	domýšlivý	NEG	J-pretentious:9,J-arrogant:6
A	N	donucení_^(*4tit)	NEG	N-coercion:5,N-compulsion:5
A	N	donucování_^(*3at)	NEG	N-coercion:17
A	V	donutit_:W	NEG	V-force:330,V-compel:29,V-coerce:7
A	N	dopad	NEG	N-implication:377,N-fallout:16
A	N	doplnění_^(*3it)	POS	V-complement:73
A	V	doplňovat_:T	POS	V-complement:404,N-complement:33
A	N	doporučení_^(*3it)	POS	N-recommendation:4320
A	A	doporučený_^(*3it)	POS	V-recommend:709,J-recommended:50
A	V	doporučit_:W	POS	V-recommend:975,N-recommendation:24,J-recommended:2
A	V	doporučovat_:T	POS	V-recommend:1823
A	V	dopřát	POS	V-indulge:14
A	V	dopřávat_:T_^(*3t)	POS	V-indulge:8
A	V	dopustit_:W	NEG	V-err:17
A	V	dosáhnout	POS	V-achieve:3166,V-attain:344,V-accomplish:125
A	V	dosahovat_:T	POS	V-attain:42
A	N	dosažení_^(*5áhnout)	POS	V-achieve:1718,N-achievement:406,V-attain:201
A	A	dosažený_^(*5áhnout)	POS	V-achieve:296
A	D	dost	POS	R-pretty:520,N-plenty:131,J-plenty:25,R-plenty:16
A	D	dotčeně_^(fyz._i_abstr.,_př._drátů,_práv,_citů)_(*4knout)	NEG	V-affront:2
A	A	dotčený_^(fyz._i_abstr.,_př._drátů,_práv,_citů)_(*4knout)	NEG	V-concern:4549,J-concerned:177
A	V	dotknout_:W_^(fyz._i_abstr.,_př._drátů,_práv,_citů)	NEG	V-offend:35,V-pique:2
A	V	doufat_:T	POS	V-hope:6047,N-hope:309,R-hopefully:148,N-hopefulness:1
A	V	dovádět_:T	POS	V-frolic:2,V-lark:1
A	D	dovádivě_^(*1ý)	POS	R-skittishly:1
A	N	dovednost_^(*3ý)	POS	N-skill:914
A	V	dovolit_:W	POS	V-afford:797,N-liberty:18
A	N	dozor	NEG	N-oversight:15
A	N	drahoušek	POS	N-darling:250
A	A	drahý	NEG	N-expensive:1
A	A	drahý	POS	N-darling:249,J-darling:1
A	N	drama	NEG	N-drama:195
A	A	dramatický	NEG	N-drama:26
A	V	drancovat_:T	NEG	V-pillage:8,V-loot:4
A	V	drásat_:T	NEG	V-harrow:2
A	N	dravost_^(*3ý)	NEG	N-ferocity:4
A	N	dráždidlo	NEG	N-irritant:2
A	V	dráždit_:T	NEG	V-irritate:33,V-tease:11,V-pique:3,V-chafe:2,V-irk:2,V-exasperate:2
A	N	dráždivost_^(*3ý)	NEG	N-irritation:20
A	A	dráždivý	NEG	N-irritant:5
A	N	drb	NEG	N-gossip:24
A	V	drbat	NEG	V-gossip:3
A	V	drkotat_:T	NEG	V-chatter:23
A	V	drmolit_:T	NEG	V-gibber:5
A	D	drsně_^(*1ý)	NEG	R-harshly:5
A	V	drtit_:T	NEG	V-crush:29
A	A	drtivý	NEG	R-overwhelmingly:9
A	D	drze_^(*1ý)	NEG	R-insolently:8
A	N	drzost_^(*3ý)	NEG	N-insolence:31,N-impudence:11,N-arrogance:9,N-effrontery:8,N-audacity:4,N-sass:1,N-brashness:1
A	A	drzý	NEG	J-brazen:5
A	N	dřina	NEG	N-grind:3
A	V	dřít	NEG	V-toil:13,V-chafe:4
A	N	duchaplnost_^(*3ý)	POS	N-ingenuity:7
A	A	duchovní	POS	N-spiritual:7,N-divine:4
A	N	důležitost_^(*3ý)	POS	N-importance:708
A	A	důležitý	NEG	J-critical:127,N-urgent:4
A	A	důležitý	POS	N-importance:471,J-valuable:44,N-overachiever:1
A	D	důmyslně_^(*1ý)	POS	R-ingeniously:2
A	N	dunění_^(*2t)	NEG	N-rumbling:3
A	V	dupat_:T	NEG	V-stump:2
A	D	důrazně_^(*1ý)	NEG	R-emphatically:32,J-emphatic:2
A	D	důrazně_^(*1ý)	POS	R-impressively:3
A	A	důrazný	NEG	J-emphatic:7
A	V	dusit_:T	NEG	V-choke:70,V-suffocate:39,V-stifle:32,V-smother:9,V-stew:6
A	A	dusivý	NEG	V-stifle:14
A	D	důstojně_^(*1ý)	POS	N-dignity:67,R-righteously:2
A	N	důstojnost_^(*3ý)	POS	N-dignity:405
A	A	důstojný	POS	N-dignity:20
A	N	důtka	NEG	V-reprimand:6
A	N	důvěra	POS	N-confidence:932,N-trust:560,N-faith:80
A	N	důvěrnost_^(*3ý)	POS	N-intimacy:29
A	N	důvěryhodnost_^(*3ý)	POS	N-trust:512,N-trustworthiness:23
A	A	důvěryhodný	POS	V-trust:677
A	D	důvěřivě_^(*1ý)	POS	R-trustingly:2
A	A	důvěřivý	POS	N-trusting:4,J-trusting:1
A	V	důvěřovat_:T	POS	V-trust:532
A	A	důvěřující_^(*5ovat)	POS	N-trusting:1
A	N	důvtip	POS	N-ingenuity:7,N-resourcefulness:2
A	N	dvojznačnost_^(*3ý)	NEG	N-ambiguity:18
A	V	dvořit_^(se,někomu)	POS	V-court:17,V-woo:6
A	N	dychtivost_^(*3ý)	POS	N-eagerness:22
A	A	dychtivý	POS	J-eagerly:1
A	D	dynamicky_^(*1ý)	POS	R-vibrantly:1
A	N	efektivita	POS	N-efficiency:353,N-effectiveness:144
A	N	efektivnost	POS	N-effectiveness:146,N-efficiency:128
A	N	egocentrismus	NEG	N-egomania:1
A	N	egoismus	NEG	N-egotism:2
A	N	elán	POS	N-elan:2,N-ebullience:1
A	N	elegance	POS	N-elegance:47,N-flair:6
A	D	elegantně_^(*1í)	POS	R-smartly:3
A	A	elegantní	POS	N-elegance:4
A	V	eliminovat_:T_:W	NEG	V-eliminate:138
A	N	elita	POS	N-elite:273,J-elite:14,V-elite:2
A	V	emancipovat_:T_:W	POS	V-emancipate:4
A	N	eminence	POS	N-eminence:63,N-kingmaker:1
A	N	empatie	POS	N-empathy:14
A	N	energie	POS	V-energize:58
A	D	enormně_^(*1í)	NEG	R-enormously:7
A	N	entuziasmus	POS	N-enthusiasm:9,N-ebullience:1
A	N	entuziasta	POS	N-enthusiast:3
A	N	epidemie	NEG	N-plague:41
A	N	eskapáda	NEG	N-escapade:10
A	N	euforie	POS	N-euphoria:34
A	N	exaltace	POS	N-exaltation:4
A	N	excelence	POS	N-excellence:292,N-excellency:174
A	V	excelovat_:T	POS	V-excel:6
A	N	excentricita	NEG	N-eccentricity:2
A	N	extáze	POS	N-ecstasy:38
A	D	extra_,h_,t	POS	J-super:4
A	N	extravagance	NEG	N-extravagance:8
A	D	extravagantně_^(*1í)	NEG	R-extravagantly:1
A	A	extravagantní	NEG	N-extravagance:5
A	N	extrém	NEG	N-extreme:54
A	N	extremismus	NEG	N-extremism:67
A	N	extremizmus_,x	NEG	N-extremism:12
A	A	extrémní	NEG	J-extreme:264,N-extreme:17,V-extreme:4
A	N	fakan	NEG	N-brat:9
A	N	faleš	NEG	N-falsehood:5
A	D	falešně_^(*1ý)	NEG	R-falsely:8
A	A	falešný	NEG	J-false:454,V-false:3
A	N	falšování_^(*3at)	NEG	N-adulteration:5
A	N	fáma	NEG	N-rumor:62
A	A	famózní	POS	N-brilliant:1
A	A	fanatický	NEG	N-fanatic:2,N-fanaticism:2,R-fanatically:1
A	D	fanaticky_^(*1ý)	NEG	R-fanatically:6
A	N	fanatik	NEG	N-fanatic:72,N-zealot:14
A	N	fanatismus	NEG	N-fanaticism:23
A	N	fanfára	POS	N-fanfare:26
A	A	fantastický	POS	J-fantastic:379,N-fantasy:17,R-fantastically:4,N-terrific:1
